Пол;Нуждается в общежитии;Иностранное гражданство;Школа;Вид приема;Набор ОП;Сумма баллов;р.я;инф;мат;физ;Баллы за индивидуальные достижения;Сумма баллов за индивидуальные достижения;Год поступления
М;нет;;"ГБОУ Самарской области СОШ №7 с углубленным изучением отдельных предметов ""Образовательный центр"" имени Г.И. Гореченкова  города Новокуйбышевска городского округа Новокуйбышевск Самарской области, Россия, г. Новокуйбышевск (63), обл. Самарская";Общий конкурс;01.05.01 Фундаментальные математика и механика;197;59;62;76;;;0;2022
М;да;;"МАОУ ""Гимназия №1 имени Героя Советского Союза Д.З.Тарасова"" г. Балаково Саратовской области, Россия, г. Балаково (64), обл. Саратовская";Общий конкурс;09.03.01 Информатика и вычислительная техника;232;76;80;76;;;0;2022
Ж;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Школа № 176 с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;230;73;;76;81;;0;2022
Ж;нет;;"МБОУ ""Лицей ""Технический"" имени С.П.Королева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;232;87;;78;62;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;да;;"МБОУ ""Средняя общеобразовательная школа №7 г. Пензы"" Пензенской области, Россия, г. Пенза (58), обл. Пензенская";Общий конкурс;09.03.01 Информатика и вычислительная техника;259;96;80;78;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа №53"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;196;80;;56;60;;0;2022
М;нет;;"ФГАОУ ВО ""Самарский национальный исследовательский университет имени академика С.П. Королева"" г. Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;253;76;;;;;0;2022
М;нет;;"МБОУ ""Школа №81 имени Героя Советского Союза Жалнина В.Н."" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;155;55;;58;42;;0;2022
М;нет;;"МБОУ ""Школа №166 имени А.А. Микулина"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;12.03.04 Биотехнические системы и технологии;222;80;;78;64;;0;2022
М;нет;;"ФГБОУ ВО ""Самарский государственный технический университет"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;248;71;83;84;;1. Победитель/призёр заключительных этапов олимпиад школьников — 10;10;2022
М;да;;"МАОУ ""Гимназия №1"" муниципального образования ""город Бугуруслан"" Оренбургской области, Россия, г. Бугуруслан (56), обл. Оренбургская";Общий конкурс;01.03.02 Прикладная математика и информатика;249;96;;78;70;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;да;;МОУ СОШ № 4 имени героя Советского Союза Хоменко И.С. г. Комсомольска-на-Амуре Хабаровского края, Россия, г. Комсомольск-на-Амуре (27), край Хабаровский;По договору;09.03.01 Информатика и вычислительная техника;185;73;48;64;;;0;2022
М;нет;;"МБОУ ""Многопрофильный лицей"" город Муравленко Ямало-Ненецкий автономный округ, Россия, г. Муравленко (89), АО Ямало-Ненецкий";Общий конкурс;11.05.01 Радиоэлектронные системы и комплексы;186;69;59;58;;;0;2022
М;да;;ГБОУ Самарской области СОШ № 6 города Жигулевска городского округа Жигулевск Самарской области, Россия, г. Жигулевск (63), обл. Самарская;Общий конкурс;11.03.01 Радиотехника;193;61;;76;56;;0;2022
М;нет;;"ГБОУ Самарской области СОШ ""Образовательный центр"" им Е.М.Зеленова п.г.т. Новосемейкино муниципального района Красноярский Самарской области, Россия, пгт. Новосемейкино (63), обл. Самарская, р-н Красноярский";Общий конкурс;09.03.01 Информатика и вычислительная техника;239;73;90;76;;;0;2022
М;нет;;"ГБОУ Самарской области СОШ №1 ""Образовательный центр"" имени 21 армии Вооруженных сил СССР п.г.т. Стройкерамика муниципального района Волжский Самарской области, Россия, пгт. Стройкерамика (63), обл. Самарская, р-н Волжский";Общий конкурс;09.03.01 Информатика и вычислительная техника;233;89;;76;68;;0;2022
Ж;нет;;"МБОУ ""Школа №120 с углубленным изучением отдельных предметов"" городского округа Самара Самарская область, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;280;98;93;84;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;нет;;"ГБОУ Самарской области СОШ ""Образовательный центр"" села Утевка муниципального района Нефтегорский Самарской области, Россия, с. Утевка (63), обл. Самарская, р-н Нефтегорский";Общий конкурс;10.03.01 Информационная безопасность;217;85;;74;58;;0;2022
Ж;да;;МБОУ СОШ № 19 города Сургута Ханты-Мансийского автономного округа - Югры Тюменской области, Россия, г. Сургут (86), АО Ханты-Мансийский Автономный округ - Югра;Общий конкурс;10.03.01 Информационная безопасность;168;56;;64;48;;0;2022
М;да;;МБОУ Гимназия 103 г. Минеральные Воды, Ставропольский край, Россия, г. Минеральные Воды (26), край Ставропольский;Общий конкурс;10.03.01 Информационная безопасность;199;71;62;66;;;0;2022
Ж;да;;"МБОУ городского округа Тольятти ""Школа № 86 имени Ю.А.Гагарина"" Самарская обл., Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;12.03.05 Лазерная техника и лазерные технологии;188;72;64;52;;;0;2022
М;да;;"МБОУ ""СШ №15"" г.Нижневартовска ХМАО-Югры Тюменской области, Россия, г. Нижневартовск (86), АО Ханты-Мансийский Автономный округ - Югра";Общий конкурс;03.03.01 Прикладные математика и физика;228;70;83;70;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа № 36 с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Целевой прием;01.03.02 Прикладная математика и информатика;207;82;;72;48;1. Победитель и/или призер олимпиады, конкурса, чемпионата, конференции и иных интеллектуальных конкурсов, проводимых Самарским университетом — 5;5;2022
М;нет;;"МБОУ ""Гимназия № 2"" городского округа Самара Самарская область, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;277;96;;84;87;"1. Участник заключительного этапа Многопрофильной инженерной олимпиады «Звезда» — 5
2. Документ об образовании или об образовании и о квалификации с отличием — 5";10;2022
М;да;;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №4 имени А.В. Суворова муниципального образования город-курорт Геленджик Краснодарского края, Россия, г. Геленджик (23), край Краснодарский;Общий конкурс;01.05.01 Фундаментальные математика и механика;221;87;;72;57;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"ГБОУ Самарской области СОШ ""Образовательный центр"" села Утевка муниципального района Нефтегорский Самарской области, Россия, с. Утевка (63), обл. Самарская, р-н Нефтегорский";Общий конкурс;10.05.01 Компьютерная безопасность;234;85;;76;68;1. Участник заключительного этапа Инженерной олимпиады школьников — 5;5;2022
М;нет;;"МБОУ ""Школа №176 с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;181;76;;58;47;;0;2022
М;да;;"МБОУ ""Средняя общеобразовательная школа № 23"" городского округа город Салават Республики Башкортостан, Россия, г. Салават (02), Респ. Башкортостан";Общий конкурс;03.03.01 Прикладные математика и физика;248;76;;74;98;;0;2022
М;да;;ГБОУ Самарской области СОШ с. Красноармейское муниципального района Красноармейский Самарской области, Россия, с. Красноармейское (63), обл. Самарская, р-н Красноармейский;Общий конкурс;09.03.01 Информатика и вычислительная техника;233;80;;76;72;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"МБОУ г.о. Тольятти ""Школа с углубленным изучением отдельных предметов №89 имени В.И. Исакова"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;259;96;85;78;;;0;2022
М;нет;;"МБОУ ""Лицей ""Технический"" им. С.П.Королева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;225;66;83;76;;;0;2022
М;нет;;"РФ ФГАОУ ВО ""Самарский национальный исследовательский университет имени академика С.П. Королева"" г. Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;221;78;;;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа № 161 имени Героев Советского Союза, выпускников Куйбышевского военно-пехотного училища № 1"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.03 Математическое обеспечение и администрирование информационных систем;258;87;;78;83;"1. Победитель и/или призер олимпиады, конкурса, чемпионата, конференции и иных интеллектуальных конкурсов, проводимых Самарским университетом — 5
2. Документ об образовании или об образовании и о квалификации с отличием — 5";10;2022
М;нет;;"ГБНОУ Самарской области ""Самарский региональный центр для одаренных детей"" города Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.01 Радиотехника;195;60;72;58;;1. Победитель/призер/лауреат Самарской научно-образовательной программы «Взлет» — 5;5;2022
М;нет;;"ФГАОУ ВО ""Самарский национальный исследовательский университет имени академика С.П. Королева"" г. Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;217;53;;;;;0;2022
М;да;;"МАОУ ""Гимназия №87"" г. Саратов"", Россия, г. Саратов (64), обл. Саратовская";Общий конкурс;01.03.02 Прикладная математика и информатика;253;94;85;74;;;0;2022
М;нет;;"муниципальное бюджетное общеобразовательное учреждение ""Школа №6 с углубленным изучением отдельных предметов им. М. В. Ломоносова"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;156;62;54;40;;;0;2022
Ж;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;268;94;;88;81;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;ГБОУ СОШ №2 с углубленным изучением отдельных предметов п.г.т. Усть-Кинельский г.о. Кинель Самарской области, Россия, пгт. Усть-Кинельский (63), обл. Самарская, г. Кинель;Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;248;96;;82;70;;0;2022
М;нет;;"ГБОУ Самарской области ""Лицей авиационного профиля №135 (Базовая школа Российской академии наук)"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;229;76;;76;72;1. Участник заключительного этапа Многопрофильной инженерной олимпиады «Звезда» — 5;5;2022
Ж;нет;;"МБОУ ""Самарский международный аэрокосмический лицей"" г.о. Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.03 Математическое обеспечение и администрирование информационных систем;230;87;;76;62;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"МОАУ города Бузулука ""Средняя общеобразовательная школа №6 имени А.С. Пушкина"", Россия, г. Бузулук (56), обл. Оренбургская";Общий конкурс;01.05.01 Фундаментальные математика и механика;226;82;;84;60;;0;2022
М;да;;"МБОУ городского округа Тольятти ""Гимназия №9"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;262;89;80;88;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"МАОУ ""Лицей №1"" г.  Балаково Саратовской области, Россия, г. Балаково (64), обл. Саратовская";Общий конкурс;02.03.03 Математическое обеспечение и администрирование информационных систем;229;67;90;72;;;0;2022
М;нет;;"МБОУ ""Школа № 124 с углубленным изучением отдельных предметов"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;250;80;88;82;;;0;2022
М;да;;"МАОУ города Набережные Челны ""Средняя общеобразовательная школа №55"" Республики Татарстан, Россия, г. Набережные Челны (16), Респ. Татарстан";Общий конкурс;09.03.01 Информатика и вычислительная техника;237;78;85;74;;;0;2022
М;да;;"ГОУ Республики Коми ""Физико-математический лицей-интернат"" г.Сыктывкар, Россия, г. Сыктывкар (11), Респ. Коми";Общий конкурс;12.03.04 Биотехнические системы и технологии;251;82;95;74;;;0;2022
М;да;;"МБОУ ""Физико-математический лицей"" г.Глазова Удмуртской Республики, Россия, г. Глазов (18), Респ. Удмуртская";Общий конкурс;11.03.04 Электроника и наноэлектроника;211;80;;76;55;;0;2022
М;нет;;"МБОУ ""Школа № 132 с углубленным изучением отдельных предметов имени Героя Советского Союза Губанова Г. П."" городского округа Самара г. Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.05.01 Радиоэлектронные системы и комплексы;212;78;;74;60;;0;2022
Ж;нет;;"МБОУ ""Школа № 36 с углубленным изучением отдельных предметов"" городского округа Самара Самарской обл., Россия, г. Самара (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;01.05.01 Фундаментальные математика и механика;233;82;;80;61;"1. Победитель и/или призер олимпиады, конкурса, чемпионата, конференции и иных интеллектуальных конкурсов, проводимых Самарским университетом — 5
2. Документ об образовании или об образовании и о квалификации с отличием — 5";10;2022
М;нет;;"МБОУ ""Гимназия № 4"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;196;73;;72;51;;0;2022
М;нет;;"МБОУ ""Школа №96 имени Павла Петровича Мочалова"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.03 Механика и математическое моделирование (Анализ и компьютерное моделирование аэрокосмических систем);184;66;;70;48;;0;2022
Ж;да;;"ГБОУ СОШ №33 имени кавалера ордена ""За личное мужество"" С.А. Вотрина городского округа Сызрань Самарской области, Россия, г. Сызрань (63), обл. Самарская";Общий конкурс;02.03.03 Математическое обеспечение и администрирование информационных систем;267;100;78;84;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"МБОУ городского округа Тольятти ""Лицей № 19 имени Героя Советского Союза Евгения Александровича Никонова"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;02.03.03 Математическое обеспечение и администрирование информационных систем;259;91;85;78;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Самарский международный аэрокосмический лицей "" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;227;85;;76;66;;0;2022
М;да;;"ГБНОУ Самарской области ""Самарский региональный центр для одаренных детей"" города Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;233;72;78;78;;1. Участник заключительного этапа Многопрофильной инженерной олимпиады «Звезда» — 5;5;2022
М;да;;ГБОУ Самарской области СОШ с.Камышла муниципального района Камышлинский Самарской области, Россия, с. Камышла (63), обл. Самарская, р-н Камышлинский;Общий конкурс;11.05.01 Радиоэлектронные системы и комплексы;188;64;56;68;;;0;2022
М;нет;;"ГБПОУ Самарской области ""Поволжский государственный колледж"" г. Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;139;43;;;;;0;2022
М;нет;;МБОУ СОШ №15 г. Невинномысска Ставропольский край, Россия, г. Невинномысск (26), край Ставропольский;Общий конкурс;01.03.02 Прикладная математика и информатика;248;89;80;74;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"ГБНОУ Самарской области ""Самарский региональный центр для одаренных детей"" города Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;235;73;83;74;;1. Участник заключительного этапа Многопрофильной инженерной олимпиады «Звезда» — 5;5;2022
М;да;;"МБОУ ""Лицей №16 при УлГТУ имени Юрия Юрьевича Медведкова города Димитровграда Ульяновской области"", Россия, г. Димитровград (73), обл. Ульяновская";По договору;01.03.02 Прикладная математика и информатика;211;72;67;72;;;0;2022
М;нет;;"ГАОУ Самарской области ""Самарский лицей информационных технологий (Базовая школа Российской академии наук)"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;288;89;95;94;;"1. Победители и призёры регионального этапа Всероссийской олимпиады школьников — 5
2. Документ об образовании или об образовании и о квалификации с отличием — 5";10;2022
М;да;;"МБОУ городского округа Тольятти ""Школа с углубленным изучением отдельных предметов № 91 имени героя Великой Отечественной войны Федора Ларина"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;230;78;88;64;;;0;2022
М;нет;;ГБОУ Самарской области СОШ №4 городского округа Чапаевск Самарской области, Россия, г. Чапаевск (63), обл. Самарская;Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;251;94;;86;66;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа № 86 имени Героя Социалистического Труда В.Я.Литвинова"" городской округ Самара, Россия, г. Самара (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;01.03.02 Прикладная математика и информатика;250;96;;78;76;;0;2022
М;нет;;ГБОУ Самарской области СОШ №2 им.В. Маскина ж.-д.ст. Клявлино муниципального района Клявлинский Самарской области, Россия, ж/д_ст. Клявлино (63), обл. Самарская, р-н Клявлинский;Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;279;100;88;86;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;ГБОУ Самарской области СОШ имени Героя Советского Союза Матвея Никифоровича Заводского с. Елховка муниципального района Елховский Самарской области, Россия, р-н Елховский (63), обл. Самарская;Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;246;82;;78;76;"1. Документ об образовании или об образовании и о квалификации с отличием — 5
2. Победитель/призер/лауреат Самарской научно-образовательной программы «Взлет» — 5";10;2022
М;нет;;"ГБОУ Самарской области ""Лицей авиационного профиля № 135 (Базовая школа Российской академии наук)"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;270;82;93;90;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Самарский спортивный лицей"" городского округа Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;269;94;88;82;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;нет;;"ГБНОУ Самарской области ""Самарский региональный центр для одаренных детей"" города Самара, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;271;87;88;86;;"1. Документ об образовании или об образовании и о квалификации с отличием — 5
2. Финалист Всероссийского конкурса научно-исследовательских работ с международным участием «Десять в минус девятой» — 10";10;2022
М;нет;;"ЧОУ ""Школа ""Благое Отрочество"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.01 Радиотехника;217;71;;78;68;;0;2022
М;нет;;"ГБОУ Самарской области ""Лицей авиационного профиля № 135 (Базовая школа Российской академии наук)"", Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;246;87;;78;76;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;да;;"МБОУ ""Средняя общеобразовательная школа №1"" п.г.т. Уренгой Пуровского района Ямало-Ненецкого автономного округа, Россия, пгт. Уренгой (89), АО Ямало-Ненецкий, р-н Пуровский";Общий конкурс;10.05.03 Информационная безопасность автоматизированных систем;246;82;83;76;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Средняя общеобразовательная школа №3"" муниципального образования ""город Бугуруслан"" Оренбургской области, Россия, г. Бугуруслан (56), обл. Оренбургская";Общий конкурс;01.03.02 Прикладная математика и информатика;267;96;;84;82;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
Ж;нет;;"МБОУ ""Школа №132 с углубленным изучением отдельных предметов имени Героя Советского Союза Губанова Г.П."" городского округа Самара г. Самара, Россия, г. Самара (63), обл. Самарская";По договору;10.05.03 Информационная безопасность автоматизированных систем;154;51;51;52;;;0;2022
М;да;;ГБОУ Самарской области лицей (технологический)  с.Хрящевка муниципального района Ставропольский, Россия, с. Хрящевка (63), обл. Самарская, р-н Ставропольский;Общий конкурс;10.05.01 Компьютерная безопасность;233;89;;70;74;;0;2022
М;нет;;"МАОУ ""Самарский медико-технический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;258;87;;80;91;;0;2022
М;да;;"МБОУ городского округа Тольятти Самарской области ""Школа № 80 имени Героя Социалистического Труда А.С.Мурысева"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;211;61;;80;70;;0;2022
М;нет;;"МБОУ ""Школа №132 с углубленным изучением отдельных предметов имени Героя Советского Союза Губанова Г.П."" городского округа Самара г. Самара, Россия, г. Самара (63), обл. Самарская";Целевой прием;12.03.04 Биотехнические системы и технологии;210;76;;80;54;;0;2022
М;нет;;"МБОУ ""Лицей ""Технический"" им. С.П.Королева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;181;66;;70;45;;0;2022
Ж;да;;ГБОУ Самарской области СОШ №12 города Сызрани городского округа Сызрань Самарской области, Россия, г. Сызрань (63), обл. Самарская;Общий конкурс;12.03.04 Биотехнические системы и технологии;212;91;;70;51;;0;2022
Ж;нет;;"МОУ ""Гимназия №1 г. Нерюнгри имени С. С. Каримовой"" Республика Саха (Якутия), Россия, г. Нерюнгри (14), Респ. Саха /Якутия/";Общий конкурс;02.03.02 Фундаментальная информатика и информационные технологии;272;94;88;80;;"1. Документ об образовании или об образовании и о квалификации с отличием — 5
2. Победители и призёры регионального этапа Всероссийской олимпиады школьников — 5";10;2022
М;да;;"МБОУ городского округа Тольятти ""Школа № 40"" Самарской области, Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;239;82;85;72;;;0;2022
М;нет;;"МАОУ ""Самарский медико-технический лицей"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.04 Электроника и наноэлектроника;243;82;;76;80;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;"МБОУ городского округа Тольятти ""Школа с углубленным изучением отдельных предметов №61"", Россия, г. Тольятти (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;231;91;;76;64;;0;2022
М;нет;;"МБОУ ""Гимназия № 133 имени Героя Социалистического Труда М.Б. Оводенко"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;09.03.01 Информатика и вычислительная техника;229;80;;76;68;1. Победители и призёры регионального этапа Всероссийской олимпиады школьников — 5;5;2022
Ж;нет;;"МБОУ ""Школа №168 имени Героя Советского Союза Е.А. Никонова"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;10.03.01 Информационная безопасность;223;82;73;68;;;0;2022
Ж;нет;;"МБОУ ""Лицей""Технический"" им. С.П.Королева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;03.03.01 Прикладные математика и физика;209;70;;78;56;1. Участник заключительного этапа Многопрофильной инженерной олимпиады «Звезда» — 5;5;2022
М;нет;;"МБОУ ""Школа №99"" городского округа Самара г. Самара, ул. Алма-Атинская, 122, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;264;94;;82;83;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа №175"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;01.03.02 Прикладная математика и информатика;264;94;90;80;;;0;2022
Ж;нет;;ГБОУ Самарской области СОШ с. Новое Усманово муниципального района Камышлинский Самарской области, Россия, с. Новое Усманово (63), обл. Самарская, р-н Камышлинский;Общий конкурс;12.03.04 Биотехнические системы и технологии;259;91;;80;83;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;да;;МАОУ Тоцкая средняя общеобразовательная школа имени А.К. Стерелюхина Тоцкого района Оренбургской области, Россия, с. Тоцкое (56), обл. Оренбургская, р-н Тоцкий;Общий конкурс;01.03.03 Механика и математическое моделирование (Анализ и компьютерное моделирование аэрокосмических систем);248;89;78;76;;1. Документ об образовании или об образовании и о квалификации с отличием — 5;5;2022
М;нет;;"МБОУ ""Школа №3 с углубленным изучением предметов имени Героя Советского Союза В.И. Фадеева"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";В рамках квоты лиц, имеющих особые права;09.03.01 Информатика и вычислительная техника;162;53;51;58;;;0;2022
М;нет;;"МБОУ ""Школа № 93"" городского округа Самара Самарской области, Россия, г. Самара (63), обл. Самарская";Общий конкурс;11.03.03 Конструирование и технология электронных средств;182;71;;64;47;;0;2022
